CellID,sample,query_label,nearest_reference,distance,references_in_radius,strength,area_um2_cell,Fibroblast_program
PC1_cellid_000157054-1,PC1_A2,Fibroblast,PC1_cellid_000157144-1,43.4105418594164,62,1.4029468362165e-19,60.0820699870387,1.60291933933432
PC1_cellid_000157076-1,PC1_A2,Fibroblast,PC1_cellid_000159092-1,52.8460193930766,184,1.18669283354559e-23,103.844397374396,0.395682968294154
PC1_cellid_000157091-1,PC1_A2,Fibroblast,PC1_cellid_000152982-1,47.5295139037505,81,2.30156388126337e-21,67.8173224334331,0.623141205003031
PC1_cellid_000157104-1,PC1_A2,Fibroblast,PC1_cellid_000154443-1,27.7625584064836,149,8.87730304933096e-13,131.807832977898,0.691717585329222
PC1_cellid_000157115-1,PC1_A2,Fibroblast,PC1_cellid_000157358-1,23.7677573904609,200,4.88112360749512e-11,40.1002706090815,0.72917689117489
PC1_cellid_000157125-1,PC1_A2,Fibroblast,PC1_cellid_000155555-1,22.3433913248487,115,1.98414797061515e-10,168.08129169803,0.968513356054502
PC1_cellid_000157133-1,PC1_A2,Fibroblast,PC1_cellid_000157964-1,8.09046942142969,200,0.000384954480299148,124.018286233672,0.0858853330531147
PC1_cellid_000157146-1,PC1_A2,Fibroblast,PC1_cellid_000160129-1,52.47995950398,113,1.74038673862468e-23,47.999903722728,0.318909235975533
PC1_cellid_000157163-1,PC1_A2,Fibroblast,PC1_cellid_000157358-1,9.00341217516584,200,0.000159956432507379,99.9082480028921,0.21456625944892
PC1_cellid_000157193-1,PC1_A2,Fibroblast,PC1_cellid_000157144-1,53.0517507728096,34,9.11837363827802e-24,163.981136102715,0.546730814419992
PC1_cellid_000157227-1,PC1_A2,Fibroblast,PC1_cellid_000154013-1,40.8071991701156,200,1.97213155568846e-18,176.064051253874,0.800533564990223
PC1_cellid_000157228-1,PC1_A2,Fibroblast,PC1_cellid_000152982-1,71.3859690092801,37,1.0008195291432e-31,43.8724137567728,0.789655375842667
PC1_cellid_000157238-1,PC1_A2,Fibroblast,PC1_cellid_000157108-1,39.00339313789,198,1.5673756357938e-17,55.8722024657414,0.280580673187534
PC1_cellid_000157271-1,PC1_A2,Fibroblast,PC1_cellid_000159092-1,37.8610297143775,155,3.77190294185811e-17,160.154698657176,0.761015253315759
